,mjd,mag,magerr
0,51075.411122,18.267,0.008
1,51818.380794,18.459,0.008
2,51819.465961,18.508,0.01
3,51875.20979,18.503,0.009
4,52170.431774,18.514,0.009
5,52171.368876,18.518,0.009
6,52173.345142,18.514,0.009
7,52224.325287,18.499,0.009
8,52225.290636,18.555,0.009
9,52234.28179,18.479,0.009
10,52261.245145,18.458,0.008
11,52283.112516,18.441,0.009
12,52287.12564,18.423,0.008
13,52288.12506,18.498,0.009
14,52551.398346,18.422,0.008
15,52552.444334,18.359,0.009
16,52557.418694,18.368,0.008
17,52558.431221,18.423,0.009
18,52578.302829,18.416,0.008
19,52585.265808,18.432,0.008
20,52908.393262,18.383,0.008
21,52909.432443,18.442,0.008
22,52910.402686,18.439,0.009
23,52912.372701,18.413,0.008
24,52934.325168,18.406,0.008
25,52935.329856,18.432,0.009
26,52936.321094,18.387,0.008
27,52963.252932,18.467,0.008
28,52971.243848,18.471,0.009
29,53270.385149,18.356,0.014
30,53272.435092,18.382,0.011
31,53286.403814,18.341,0.008
32,53288.362305,18.371,0.008
33,53294.409977,18.261,0.036
34,53296.356983,18.355,0.015
35,53298.406754,18.363,0.009
36,53302.357974,18.372,0.009
37,53312.31353,18.328,0.014
38,53314.314705,18.362,0.009
39,53319.302502,18.382,0.009
40,53351.175237,18.432,0.009
41,53616.419058,18.378,0.008
42,53622.432286,18.449,0.008
43,53626.395486,18.335,0.008
44,53627.389385,18.431,0.008
45,53628.380351,18.376,0.01
46,53634.381758,18.452,0.013
47,53638.423094,18.445,0.009
48,53639.427347,18.371,0.008
49,53640.38713,18.436,0.009
50,53641.426513,18.352,0.008
51,53646.448538,18.459,0.014
52,53655.359304,18.455,0.009
53,53657.267282,18.471,0.018
54,53657.385398,18.386,0.012
55,53663.369945,18.361,0.011
56,53663.448957,18.459,0.013
57,53664.384259,18.44,0.011
58,53665.347917,18.384,0.01
59,53665.44889,18.441,0.011
60,53666.440031,18.39,0.01
61,53668.359545,18.409,0.009
62,53668.437506,18.429,0.012
63,53669.343504,18.445,0.012
64,53669.447159,18.368,0.01
65,53670.364397,18.374,0.009
66,53670.443479,18.43,0.01
67,53671.428255,18.448,0.009
68,53673.332384,18.379,0.008
69,53674.327741,18.44,0.009
70,53675.329272,18.391,0.008
71,53676.417198,18.432,0.009
72,53677.350302,18.371,0.008
73,53679.3891,18.462,0.01
74,53680.33697,18.373,0.008
75,53681.380614,18.45,0.009
76,53683.395522,18.379,0.009
77,53684.34211,18.453,0.013
78,53686.336401,18.371,0.012
79,53687.283423,18.448,0.015
80,53687.393788,18.403,0.027
81,53693.338861,18.39,0.012
82,53697.337639,18.423,0.009
83,53699.359699,18.377,0.009
84,53700.336595,18.442,0.009
85,53704.322182,18.365,0.008
86,53975.408291,18.372,0.017
87,53989.418227,18.269,0.014
88,53994.431293,18.336,0.012
89,53996.415035,18.32,0.016
90,53997.441811,18.235,0.01
91,54000.393656,18.27,0.011
92,54005.42818,18.336,0.014
93,54007.443801,18.268,0.024
94,54009.367573,18.285,0.012
95,54009.441981,18.329,0.016
96,54010.36911,18.355,0.012
97,54011.432058,18.277,0.011
98,54012.361959,18.362,0.013
99,54012.444883,18.251,0.013
100,54020.400085,18.368,0.014
101,54024.449603,18.356,0.014
102,54025.431066,18.285,0.016
103,54028.437834,18.386,0.017
104,54030.393253,18.354,0.011
105,54035.437267,18.37,0.016
106,54037.34275,18.357,0.013
107,54040.357262,18.342,0.014
108,54041.392746,18.358,0.015
109,54047.387856,18.357,0.042
110,54049.38376,18.361,0.014
111,54056.349673,18.342,0.015
112,54059.343963,18.334,0.013
113,54061.355055,18.355,0.015
114,54062.348846,18.35,0.012
115,54064.345401,18.358,0.015
116,54068.32944,18.358,0.026
117,54346.424841,18.333,0.012
118,54348.428816,18.321,0.015
119,54357.387149,18.362,0.017
120,54358.384663,18.33,0.016
121,54362.436955,18.342,0.015
122,54365.417705,18.32,0.012
123,54376.432043,18.358,0.013
124,54381.43727,18.314,0.02
125,54382.417191,18.377,0.016
126,54384.443934,18.271,0.014
127,54385.434984,18.374,0.015
128,54386.429615,18.302,0.013
129,54387.435467,18.395,0.021
130,54388.433845,18.306,0.011
131,54390.427971,18.345,0.02
132,54391.436304,18.361,0.022
133,54392.43142,18.278,0.023
134,54402.4287,18.345,0.018
135,54403.347638,18.316,0.015
136,54406.3415,18.291,0.017
137,54409.346308,18.306,0.011
138,54412.367238,18.308,0.01
