,mjd,mag,magerr
0,51075.431537,19.94,0.021
1,51818.401201,19.962,0.021
2,51875.230177,19.93,0.023
3,52171.389311,20.019,0.021
4,52171.462599,19.975,0.02
5,52173.365543,20.026,0.025
6,52224.345699,19.993,0.02
7,52225.31105,19.965,0.021
8,52234.302201,19.994,0.024
9,52261.265556,19.971,0.021
10,52283.13293,20.021,0.031
11,52287.146053,20.004,0.022
12,52288.145472,20.016,0.023
13,52551.418758,19.935,0.022
14,52552.464746,19.943,0.021
15,52557.439104,19.95,0.022
16,52558.451632,19.932,0.02
17,52578.32324,19.912,0.019
18,52585.286221,19.903,0.021
19,52585.340434,19.931,0.019
20,52908.413672,20.12,0.024
21,52909.452855,20.077,0.02
22,52910.423096,20.077,0.022
23,52912.393111,20.097,0.023
24,52934.34558,20.068,0.023
25,52935.350266,20.067,0.023
26,52936.341505,20.079,0.023
27,52963.273344,20.08,0.021
28,53270.405568,20.072,0.02
29,53272.455503,20.035,0.023
30,53286.424223,20.086,0.024
31,53288.382715,20.066,0.022
32,53294.430387,20.051,0.024
33,53296.377411,20.078,0.03
34,53298.427163,20.018,0.028
35,53302.378384,20.01,0.031
36,53312.333957,20.065,0.031
37,53314.335114,20.017,0.026
38,53319.322913,20.073,0.032
39,53351.195649,20.048,0.026
40,53616.439467,20.059,0.023
41,53622.452697,20.008,0.019
42,53626.415895,19.947,0.026
43,53627.409796,19.975,0.024
44,53628.400759,19.966,0.028
45,53634.402169,19.987,0.045
46,53638.443506,20.018,0.025
47,53639.447756,20.03,0.023
48,53640.407541,20.038,0.025
49,53641.446921,19.966,0.024
50,53643.450016,20.002,0.025
51,53646.468949,19.974,0.021
52,53657.287695,19.897,0.06
53,53657.405806,19.932,0.037
54,53657.451972,19.968,0.025
55,53663.390354,19.963,0.041
56,53663.469366,20.017,0.05
57,53664.404671,20.027,0.047
58,53665.368326,19.943,0.028
59,53665.469298,19.972,0.034
60,53666.460438,19.991,0.031
61,53668.379955,20.012,0.033
62,53668.457914,19.984,0.034
63,53669.363916,20.03,0.027
64,53669.467565,19.935,0.032
65,53670.384807,20.009,0.062
66,53670.463887,19.916,0.038
67,53671.448665,19.958,0.026
68,53673.352795,20.005,0.02
69,53674.348154,20.01,0.031
70,53675.349682,20.022,0.026
71,53676.437607,20.02,0.025
72,53679.409511,20.034,0.032
73,53680.35738,20.011,0.023
74,53681.401024,19.981,0.024
75,53683.41593,19.966,0.051
76,53684.362522,19.955,0.058
77,53686.356811,19.952,0.039
78,53687.303836,20.063,0.062
79,53687.414194,20.046,0.077
80,53693.35927,19.907,0.043
81,53696.366744,19.986,0.025
82,53697.358049,20.033,0.028
83,53699.380105,19.999,0.025
84,53700.357005,19.959,0.028
85,53704.34259,19.965,0.029
86,53705.343676,19.949,0.028
87,53989.438714,19.899,0.031
88,53994.45169,19.877,0.02
89,53996.43542,19.846,0.033
90,53997.462228,19.86,0.021
91,54000.414063,19.899,0.025
92,54005.448616,19.823,0.022
93,54007.46423,19.886,0.024
94,54009.387997,19.863,0.021
95,54009.462394,19.799,0.023
96,54010.389552,19.807,0.02
97,54011.452468,19.899,0.019
98,54012.382392,19.821,0.024
99,54012.465308,19.868,0.027
100,54019.447488,19.873,0.033
101,54020.420472,19.831,0.034
102,54024.469984,19.769,0.027
103,54025.451492,19.833,0.024
104,54028.458235,19.739,0.024
105,54030.413657,19.834,0.03
106,54035.457646,19.853,0.032
107,54037.363156,19.835,0.027
108,54040.377754,19.809,0.019
109,54041.41322,19.753,0.021
110,54047.408222,19.772,0.04
111,54049.404119,19.762,0.029
112,54050.364313,19.764,0.04
113,54053.383752,19.759,0.026
114,54056.370103,19.778,0.023
115,54059.364369,19.777,0.024
116,54061.375457,19.691,0.026
117,54062.369282,19.746,0.022
118,54064.365689,19.732,0.023
119,54068.349883,19.808,0.028
120,54346.445276,19.625,0.024
121,54348.449244,19.647,0.021
122,54357.407561,19.648,0.023
123,54358.40509,19.662,0.022
124,54362.457497,19.604,0.022
125,54365.438124,19.672,0.016
126,54376.452486,19.665,0.02
127,54381.457686,19.642,0.018
128,54382.437626,19.564,0.048
129,54385.455387,19.63,0.017
130,54387.455895,19.692,0.024
131,54388.454286,19.674,0.019
132,54390.4483,19.687,0.031
133,54391.456705,19.643,0.031
134,54392.451881,19.679,0.024
135,54402.449049,19.696,0.041
136,54403.3681,19.635,0.026
137,54404.425589,19.672,0.037
138,54406.361884,19.704,0.021
139,54409.366739,19.721,0.019
140,54412.387647,19.685,0.027
