,mjd,mag,magerr
0,51081.404271,17.759,0.007
1,51818.390242,17.551,0.006
2,51875.21924,17.581,0.006
3,52171.378342,17.687,0.006
4,52171.451666,17.679,0.006
5,52173.3548,17.713,0.006
6,52225.3001,17.701,0.006
7,52234.291252,17.718,0.006
8,52261.254609,17.698,0.006
9,52283.12198,17.698,0.007
10,52287.135104,17.704,0.008
11,52288.134523,17.686,0.006
12,52551.40781,17.661,0.006
13,52552.453798,17.649,0.006
14,52557.428157,17.654,0.007
15,52558.440682,17.621,0.007
16,52578.312292,17.609,0.006
17,52585.275272,17.605,0.006
18,52585.329486,17.63,0.007
19,52908.402725,17.856,0.007
20,52909.441905,17.85,0.007
21,52910.412147,17.827,0.006
22,52912.382164,17.859,0.007
23,52934.33463,17.862,0.007
24,52935.339317,17.821,0.007
25,52936.330556,17.858,0.007
26,52963.262396,17.822,0.007
27,52971.253311,17.863,0.006
28,53270.394647,17.904,0.013
29,53272.444555,17.926,0.007
30,53286.413275,17.916,0.007
31,53288.371767,17.91,0.007
32,53296.366448,17.915,0.013
33,53298.416217,17.903,0.007
34,53302.367436,17.901,0.008
35,53312.322997,17.898,0.01
36,53314.324168,17.894,0.007
37,53319.311964,17.869,0.007
38,53616.428519,17.928,0.007
39,53622.441749,17.925,0.007
40,53626.404948,17.927,0.007
41,53627.398847,17.909,0.007
42,53628.389812,17.92,0.007
43,53634.39122,17.905,0.009
44,53638.432557,17.897,0.007
45,53639.436808,17.928,0.007
46,53640.396593,17.897,0.007
47,53641.435973,17.912,0.007
48,53643.439067,17.912,0.007
49,53646.457999,17.908,0.008
50,53657.394858,17.898,0.008
51,53663.379406,17.938,0.008
52,53664.393722,17.906,0.009
53,53665.357378,17.936,0.008
54,53665.45835,17.911,0.008
55,53666.44949,17.878,0.007
56,53668.369007,17.927,0.007
57,53668.446966,17.909,0.008
58,53669.352967,17.918,0.007
59,53669.456618,17.94,0.008
60,53670.373859,17.926,0.007
61,53670.452939,17.902,0.007
62,53671.437716,17.909,0.007
63,53673.341847,17.948,0.007
64,53674.337204,17.912,0.007
65,53675.338734,17.937,0.007
66,53676.426659,17.92,0.008
67,53677.359764,17.941,0.007
68,53679.398561,17.908,0.007
69,53680.346431,17.926,0.007
70,53681.390076,17.913,0.008
71,53683.404983,17.946,0.01
72,53684.351572,17.918,0.012
73,53686.345863,17.948,0.008
74,53687.292887,17.898,0.011
75,53687.403247,17.907,0.017
76,53693.348321,17.924,0.009
77,53694.363027,17.915,0.009
78,53696.355793,17.91,0.007
79,53697.347101,17.898,0.007
80,53699.36916,17.929,0.007
81,53700.346057,17.905,0.007
82,53704.331643,17.913,0.007
83,53705.332727,17.904,0.007
84,53975.417722,17.851,0.021
85,53989.427719,17.893,0.016
86,53994.440809,17.857,0.012
87,53996.424493,17.871,0.018
88,53997.451367,17.896,0.012
89,54005.437676,17.853,0.01
90,54007.453414,17.9,0.018
91,54009.377094,17.898,0.017
92,54009.451455,17.872,0.011
93,54011.441568,17.9,0.013
94,54012.371416,17.847,0.012
95,54012.454385,17.912,0.013
96,54019.436532,17.881,0.014
97,54020.409463,17.886,0.009
98,54024.458979,17.872,0.017
99,54025.440558,17.898,0.012
100,54028.447323,17.847,0.014
101,54030.402727,17.845,0.014
102,54035.446722,17.907,0.017
103,54037.352289,17.861,0.015
104,54040.366736,17.851,0.01
105,54041.402337,17.86,0.011
106,54047.397624,17.9,0.035
107,54049.393168,17.847,0.011
108,54050.353342,17.849,0.013
109,54056.359158,17.853,0.01
110,54059.353426,17.871,0.016
111,54061.3645,17.833,0.03
112,54062.358343,17.868,0.014
113,54064.354745,17.876,0.013
114,54346.43445,17.86,0.015
115,54348.438284,17.857,0.014
116,54357.396623,17.868,0.02
117,54358.394127,17.894,0.015
118,54362.446428,17.879,0.014
119,54365.427204,17.875,0.015
120,54376.441649,17.836,0.017
121,54381.446741,17.869,0.013
122,54382.426706,17.849,0.012
123,54384.453498,17.864,0.015
124,54385.444426,17.853,0.012
125,54386.439171,17.879,0.013
126,54387.444941,17.871,0.025
127,54388.443335,17.869,0.015
128,54391.445796,17.867,0.022
129,54392.440866,17.867,0.021
130,54402.438102,17.864,0.02
131,54403.35714,17.897,0.015
132,54404.414737,17.901,0.008
133,54406.351108,17.902,0.013
134,54409.355881,17.884,0.011
135,54412.376697,17.874,0.013
