time,cont,conterr
-2.0,0.09090909090909438,0.007
-1.11499000682511,-2.0,0.006
-1.0467468745116546,-1.6969696969696861,0.006
-0.6911040601931371,-0.626262626262601,0.006
-0.6910160090289486,-0.7070707070707085,0.006
-0.6887306295582027,-0.3636363636363409,0.006
-0.6263520885717462,-0.48484848484846643,0.006
-0.6155550589358099,-0.3131313131313005,0.006
-0.5831760974175009,-0.5151515151514978,0.006
-0.5569166533833037,-0.5252525252525202,0.007
-0.5520974913047794,-0.47474747474744383,0.008
-0.550897338469891,-0.6363636363636234,0.006
-0.2347454724922453,-0.8888888888888611,0.006
-0.23348939724906304,-1.0101010101009864,0.006
-0.22751593561224803,-0.9696969696969686,0.007
-0.2263000444303278,-1.3030303030303139,0.007
-0.20243721104882817,-1.414141414141381,0.006
-0.1940757128320949,-1.454545454545435,0.006
-0.1940106099215091,-1.2121212121212197,0.007
0.19395206005226795,1.0707070707070852,0.007
0.1951999599050418,1.0101010101010224,0.007
0.19636507552404847,0.787878787878816,0.006
0.1987307714807276,1.1010101010101168,0.007
0.2250924018906879,1.131313131313112,0.007
0.22629888080616434,0.7171717171717309,0.007
0.22748921068372852,1.0909090909090944,0.007
0.2598303249959102,0.7272727272727173,0.007
0.2694262195012249,1.1515151515151572,0.006
0.6286502510963761,1.4949494949494886,0.013
0.6311118842026731,1.7777777777777577,0.007
0.647886229004766,1.6767676767676774,0.007
0.6502380851590961,1.6161616161616141,0.007
0.6598385020675055,1.6060606060605918,0.013
0.6622999682555744,1.545454545454529,0.007
0.6670447916821041,1.5151515151515338,0.008
0.6789999323759077,1.4646464646464574,0.01
0.6814030396299651,1.454545454545435,0.007
0.6873926370953405,1.202020202020197,0.007
1.0441852093554393,1.797979797979803,0.007
1.0514061997822113,1.7676767676767713,0.007
1.0561654093980826,1.78787878787878,0.007
1.057358933538043,1.6060606060605918,0.007
1.0585489343825647,1.717171717171731,0.007
1.065755728354382,1.545454545454565,0.009
1.0706087700288882,1.4848484848484662,0.007
1.0718147253735313,1.797979797979803,0.007
1.0729672836985507,1.4848484848484662,0.007
1.0742154237214332,1.6363636363636234,0.007
1.0766208402110617,1.6363636363636234,0.007
1.0802461263004148,1.585858585858619,0.008
1.0933796592166685,1.4848484848485022,0.008
1.1005662068485709,1.8888888888888968,0.008
1.1017842487537917,1.5555555555555514,0.009
1.1029414555712096,1.868686868686888,0.008
1.103062707850829,1.61616161616165,0.008
1.1042529188441854,1.2929292929292915,0.007
1.106557971849151,1.78787878787878,0.007
1.1066515889555473,1.5959595959596053,0.008
1.1077395607357086,1.6969696969696861,0.007
1.1078640300938916,1.9090909090909416,0.008
1.108965499434008,1.7777777777777577,0.007
1.1090604626938485,1.5353535353535426,0.007
1.1102430326752883,1.6060606060605918,0.007
1.1125296093940151,2.0,0.007
1.1137248843740544,1.6363636363636234,0.007
1.1149275722044028,1.8888888888888968,0.007
1.1162340075162152,1.7070707070707445,0.008
1.117354527149125,1.9292929292929148,0.007
1.1198028176051942,1.5959595959596053,0.007
1.1209410677961564,1.7777777777777577,0.007
1.122194329446549,1.6363636363636593,0.008
1.124613931583474,1.9494949494949596,0.01
1.1257506434849125,1.6464646464646457,0.012
1.1281454888873377,1.9898989898990136,0.008
1.129282723158758,1.454545454545471,0.011
