#Table1
specobjid,redshift,plate,mjd,fiberid,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux
821991635763095552,0.01670922,730,52466,308,67.93123,33.7346,110.757,140.0918
1071919149015394304,0.004019914,952,52409,227,8295.316,3371.086,17429.35,2644.452
1071924646573533184,0.009989776,952,52409,247,3576.736,3131.999,14658.14,6027.313
1074226474099173376,0.06529654,954,52405,429,36.92509,218.9061,262.8348,127.1911
1618002879631616000,0.02508807,1437,53046,308,189.4641,143.1376,558.7045,389.1563
2364476178326120448,0.04275434,2100,53713,314,133.5058,60.168,453.1498,666.3714
2365524839973808128,0.01978191,2101,53858,33,2677.809,1503.864,5579.736,1178.371
2365529238020319232,0.00361103,2101,53858,49,7253.709,1060.672,4263.61,4399.159
2366709842942388224,0.01869968,2102,54115,248,211.3408,720.7388,5146.56,2770.666
2366723311959828480,0.01589933,2102,54115,297,3972.619,1664.396,5655.418,664.9387
2366724136593549312,0.01749348,2102,54115,300,394.5013,177.2161,455.2635,753.4088
2651627934896384000,0.02079586,2355,53792,486,74.28274,70.29488,164.4087,185.7659
2651632058064988160,0.02058467,2355,53792,501,1826.258,1107.254,5518.173,3339.275
2651652124152195072,0.02568513,2355,53792,574,12757.19,4823.73,20424.81,3189.435
2654936365468248064,0.04435389,2358,53797,234,506.8737,1787.554,7713.12,4048.196
2654998487875217408,0.005296941,2358,53797,460,1585.921,293.4624,1090.344,716.5037
2968032751619434496,0.005126412,2636,54082,584,1070.759,1005.185,3609.891,767.5396
2968034675764783104,0.02305673,2636,54082,591,348.8553,93.16865,356.2196,398.4602
2968047045270595584,0.04106994,2636,54082,636,17.25338,32.74776,130.0697,88.33881
2973514919078553600,0.02684656,2641,54230,48,120.7383,92.25811,204.58,301.3887
450519972213450752,0.01720634,400,51820,582,200.9308,1102.606,5350.819,2528.586
453810811371022336,0.01851283,403,51871,266,224.9048,100.7597,244.9906,243.7554
689115099297769472,0.002540363,612,52079,234,164.2781,135.2112,527.9299,502.3858
933478813432571904,0.03080066,829,52296,392,59.50345,39.30141,130.3235,215.949
933518945606985728,0.02464963,829,52296,538,135.2912,57.726,237.143,336.6105
933543959496517632,0.02899778,829,52296,629,185.8391,87.85116,301.3992,354.0273
936881527311067136,0.008736057,832,52312,483,95.53978,182.9406,701.7808,310.6591
936894171694786560,0.02608779,832,52312,529,186.219,145.7126,571.0969,308.3112
1137275498586466304,0.02489379,1010,52649,424,97.65997,175.1097,407.1924,209.3352
1572891842914052096,0.01593744,1397,53119,35,223.8257,726.2488,3684.814,1663.784
1572923178995443712,0.01624557,1397,53119,149,294.8192,130.5457,413.4928,643.7435
1820719014918252544,0.02049499,1617,53112,505,83.06089,44.1208,97.21618,74.62664
1825096999888775168,0.02038394,1621,53383,48,157.6654,326.0396,1755.793,1120.959
1826240766893123584,0.03208585,1622,53385,113,701.6871,972.806,5269.707,2822.474
2508596865721722880,0.02499844,2228,53818,334,9336.208,1166.072,4811.205,4796.921
2511990783205206016,0.02189076,2231,53816,393,144.2286,73.00336,257.7723,319.3564
2512023768554039296,0.007685488,2231,53816,513,55.98214,221.3966,860.6036,335.0545
2513080399412881408,0.002898791,2232,53827,261,143.6841,162.6985,480.6617,318.6437
2813697604540459008,0.004109102,2499,54176,268,148.7356,120.2066,347.2112,232.6358
2814775950602954752,0.02108052,2500,54178,95,211.3722,129.1813,421.3839,501.8023
2814783372306442240,0.02076749,2500,54178,122,81.09055,50.02194,155.1755,161.7245
2816010150828075008,0.03175658,2501,54084,489,1169.688,903.2375,3050.78,949.1982
2817155293799016448,0.02215527,2502,54180,559,107.5427,121.8374,542.0471,430.3494
409913086674233344,0.02728706,364,52000,311,1623.991,184.8906,777.0163,859.6522
412190450418477056,0.02904564,366,52017,404,100.7862,371.5432,1753.893,818.918
413269895623501824,0.06188152,367,51997,235,78.43416,115.0233,612.879,497.0024
413327345106053120,0.02732715,367,51997,444,150.54,166.1548,404.4754,247.0974
417743534917969920,0.02741746,371,52078,126,68.33032,145.7529,575.3583,388.0303
654155581984106496,0.02886566,581,52356,28,492.7523,324.2289,1213.585,1171.253
654158880518989824,0.01934814,581,52356,40,208.4687,68.49149,278.3849,346.3397
654164103199221760,0.02544403,581,52356,59,1194.544,703.7169,2329.86,1132.153
654191041234102272,0.02310554,581,52356,157,66.95015,93.7262,646.7882,361.9231
654214405856192512,0.02523617,581,52356,242,463.7224,359.2458,1212.021,434.6016
654219903414331392,0.02542156,581,52356,262,97.22199,704.9414,3684.828,1830.766
654297968739903488,0.02076296,581,52356,546,184.2695,47.16758,116.3211,146.4065
1147363793622296576,0.008177739,1019,52707,261,6863.945,8340.336,164078.1,16486.71
1148446263054723072,0.01787252,1020,52721,103,155.4445,77.28137,202.3219,242.2809
1629340769900849152,0.00234739,1447,53120,595,869.8339,293.9069,1650.313,1309.402
1631457329717209088,0.02427534,1449,53116,103,8187.16,1325.873,5324.914,4272.667
1631521926025340928,0.01143953,1449,53116,338,59.03924,149.9664,648.8548,354.0648
2352036025284454400,0.0446004,2089,53498,113,55.42394,45.51037,201.9977,215.6467
2352039873575151616,0.02609136,2089,53498,127,74.66541,56.83561,176.7421,271.9353
2352080280627472384,0.03183113,2089,53498,274,25.09711,16.9884,44.8114,32.48919
3001653070900783104,0.02754135,2666,54230,14,161.6243,54.38554,260.5184,340.0758
3001666265040316416,0.02999051,2666,54230,62,160.2191,158.932,644.1586,500.1056
3001669013819385856,0.02686102,2666,54230,72,161.9444,73.57055,220.337,279.7395
3001679734057756672,0.03058954,2666,54230,111,105.9821,58.14252,180.6384,301.6192
3001721790377519104,0.03167722,2666,54230,264,61.01204,145.8181,838.1998,427.5466
3001751477191469056,0.02704491,2666,54230,372,106.8847,86.50205,318.1252,398.0862
3001771543278675968,0.02812629,2666,54230,445,73.63195,46.78571,135.7106,163.5085
403172252708792320,0.02854834,358,51818,364,1747.754,1590.645,6157.592,1430.799
403174451732047872,0.01116178,358,51818,372,116.4139,62.83074,176.267,181.4158
404249224398530560,0.02443302,359,51821,186,106.3675,36.77844,117.4972,95.3795
660933515877050368,0.02735545,587,52026,110,120.2259,102.9714,329.2758,226.438
660972548539836416,0.02580812,587,52026,252,99.7541,48.21838,147.9815,221.8648
661020102417737728,0.02641559,587,52026,425,78.46451,39.84615,108.7614,104.7426
661045391185176576,0.06483921,587,52026,517,29.53423,38.35725,120.0485,195.5488
662162220439857152,0.02878398,588,52045,484,106.0964,75.05829,265.7478,417.9341
940162195365324800,0.02951742,835,52326,130,121.3114,56.37286,214.6009,436.0734
1170979104615327744,0.01571732,1040,52722,157,148.0188,99.16238,274.2827,385.3835
1171071738469967872,0.03231646,1040,52722,494,2941.483,3459.043,14019.45,5340.278
1700128700739119104,0.003539108,1510,52992,72,1108.043,934.2762,3902.069,2157.588
1701331290810247168,0.004194915,1511,52946,351,532.5941,2331.819,8420.575,2890.179
1938968204365817856,0.0444487,1722,53852,613,331.7876,685.0901,2903.828,1454.479
2356623193164244992,0.01687195,2093,53818,417,271.4195,157.2387,562.8011,590.0403
2357737273874737152,0.01567608,2094,53851,374,233.5278,183.5866,398.9825,338.1383
2845261566310377472,0.03288084,2527,54569,409,51.47096,89.84243,193.4881,161.4884
2845279708252235776,0.03106123,2527,54569,475,86.96863,62.0535,372.817,406.1706
2845305271897581568,0.03027675,2527,54569,568,126.8201,114.5313,550.9326,670.4665
2847497973229709312,0.01704483,2529,54585,353,323.8393,121.003,776.8715,1044.339
2847573839532025856,0.03266053,2529,54585,629,80.1971,122.0768,531.1644,375.2393
3240373267030108160,0.04963298,2878,54465,121,68.40302,64.6038,203.0081,214.1346
3240403778477778944,0.02332293,2878,54465,232,84.98749,92.08187,208.2961,115.5229
3240437313582426112,0.04400738,2878,54465,354,33.92199,56.84223,171.5769,114.2342
3240444460408006656,0.01780113,2878,54465,380,68.39828,52.22805,114.1185,37.00938
3240478270390560768,0.05007664,2878,54465,503,81.83981,50.68894,101.1826,98.5688
3242621494169200640,0.01848648,2880,54509,108,1912.046,1983.003,7827.047,2071.592
3242677844140124160,0.00753946,2880,54509,313,118.8471,74.31921,187.6475,163.4656
3242713303390119936,0.02340604,2880,54509,442,374.064,360.9016,1634.89,2166.352
368290254303553536,0.04165886,327,52294,440,162.7971,519.0616,2160.269,985.9525
369300430410246144,0.05694161,328,52282,19,44.30309,19.25129,45.91686,64.70358
369360353793959936,0.01943186,328,52282,237,68.7897,28.71009,70.48476,54.77916
369426324491626496,0.04738104,328,52282,477,73.79988,50.11334,122.8253,136.2086
369455461549762560,0.02700159,328,52282,583,42.79592,19.54442,49.43196,34.58287
369461783741622272,0.02704973,328,52282,606,50.91447,34.54463,85.2169,51.62276
370520609647519744,0.02773863,329,52056,362,246.3916,84.22272,385.5475,458.694
617131445856528384,0.007057914,548,51986,503,2703.689,1363.554,4564.237,804.0414
617138042926295040,0.04682406,548,51986,527,83.18328,58.23364,177.28,201.1504
620472037177059328,0.02728892,551,51993,368,31.80212,53.52953,98.19106,64.61639
620486880584034304,0.0170419,551,51993,422,83.72035,56.97929,120.736,187.0802
621515198817134592,0.03749743,552,51992,67,82.0985,38.93745,139.2496,221.4858
621530317102016512,0.04121719,552,51992,122,162.6689,821.5505,4328.415,1728.02
621586392195033088,0.01690997,552,51992,326,50.58302,20.28295,60.46059,54.2353
621595463165962240,0.03134055,552,51992,359,89.08842,37.23289,198.7292,332.4998
621596012921776128,0.01268859,552,51992,361,566.336,861.8557,4598.079,2705.238
621633396317120512,0.02864002,552,51992,497,70.0569,236.4291,923.4749,402.5594
1961444682533726208,0.02278803,1742,53053,462,360.2298,1132.099,4102.184,1350.743
2222644946031110144,0.03363884,1974,53430,431,103.2341,374.0042,1796.589,841.0414
2222682054548547584,0.03270868,1974,53430,566,115.8487,707.408,3346.129,1500.314
2223739789834741760,0.02316415,1975,53734,318,150.9112,92.8986,232.3506,287.5901
2223789267857991680,0.001977364,1975,53734,498,26469.81,4141.521,14215.46,289.1529
2475887489911384064,0.03685012,2199,53556,122,91.32575,59.40524,181.6204,300.6671
2477101081222473728,0.03940029,2200,53875,441,226.585,776.2769,3296.398,1894.952
2478134347761215488,0.0297227,2201,53904,104,116.2104,62.44405,227.8456,271.7705
2900491676537612288,0.01628847,2576,54086,631,149.7898,52.08299,221.9852,264.4351
2901524667711907840,0.01653758,2577,54086,293,87.16379,76.85022,205.3884,269.6823
3243737773231859712,0.0107112,2881,54502,73,81.87686,50.96485,146.8615,177.0596
3243838103667894272,0.01111757,2881,54502,438,156.8089,226.3329,744.3316,696.9832
3243869989505099776,0.00814971,2881,54502,554,536.6819,141.8775,448.3108,586.8164
3246144879448844288,0.01126503,2883,54525,638,115.3325,103.4394,316.2162,320.0678
3247247139872466944,0.05646017,2884,54526,552,339.0571,521.8772,3180.328,1724.328
3247252637430605824,0.01989869,2884,54526,572,566.772,131.8963,465.7422,712.1586
3249415926088493056,0.02128928,2886,54498,250,215.5769,152.9578,621.7458,685.4636
399702743264028672,0.03058838,355,51788,30,100.043,103.394,337.1686,291.1169
646322386253146112,0.003946184,574,52355,203,290.1295,249.4755,1018.766,2150.149
646392480119416832,0.03203029,574,52355,458,603.2176,1152.151,4758.372,1714.037
650862819251611648,0.02713462,578,52339,337,173.1686,519.1756,2519.285,1085.802
651918900153313280,0.01209809,579,52338,83,366.3863,1414.765,5959.053,2818.417
914245057467410432,0.01966056,812,52352,52,190.3147,124.406,332.2785,472.5334
914363529845303296,0.03464015,812,52352,483,243.3211,942.5361,4075.795,1848.884
1464802700678948864,0.02823534,1301,52976,25,104.7954,709.2227,3745.274,1788.393
1467108102926002176,0.02117651,1303,53050,220,175.2885,654.1502,3021.58,1725.61
1467169400699250688,0.01077888,1303,53050,443,567.0034,392.6391,1929.502,2851.216
2021061876653254656,0.02385031,1795,54507,260,101.1132,178.3177,750.1812,444.3834
2024410153431885824,0.02196513,1798,53851,153,58.81107,37.61586,105.2566,122.8866
2248458180717733888,0.04178386,1997,53442,131,571.0457,1213.017,5363.947,4444.165
2248496938502612992,0.02207175,1997,53442,272,186.5761,953.8058,3996.425,1792.783
2581864195951716352,0.02514863,2293,53730,639,80.87791,54.23932,167.6142,272.1594
2582986260888971264,0.01350777,2294,54524,625,71.87603,43.34217,126.1507,145.7198
2989363278909564928,0.01485382,2655,54184,360,138.9392,134.2236,493.7185,450.2533
2990493856773990400,0.0477554,2656,54484,377,43.85452,207.4138,1205.747,460.9834
2990517496273987584,0.03360749,2656,54484,463,21.6608,25.08844,72.8876,51.15797
2990527391878637568,0.0225275,2656,54484,499,106.6592,199.2684,552.473,354.0265
2990529316023986176,0.02214733,2656,54484,506,46.38316,62.04239,99.34588,102.5537
2991562307500271616,0.02281325,2657,54502,168,58.03428,20.74319,84.8021,137.0748
2991582648465385472,0.02233305,2657,54502,242,54.47893,73.26811,197.618,189.5051
2991671708907235328,0.02543561,2657,54502,566,58.46272,28.28861,121.3435,165.7939
2993784970188711936,0.02308873,2659,54498,62,97.21776,238.2069,1254.072,668.8825
443694480466405376,0.04323596,394,51913,327,42.83102,15.71654,125.415,154.1326
443740110198958080,0.06227391,394,51913,493,2082.449,781.5953,2816.121,320.8546
443756602873374720,0.04352758,394,51913,553,27.33624,16.97291,31.54079,23.36345
443758801896630272,0.04201467,394,51913,561,85.03702,54.687,149.1404,150.8927
443763199943141376,0.0675351,394,51913,577,25.18576,11.15251,39.5629,42.805
443765948722210816,0.04204116,394,51913,587,54.77234,20.45427,73.46342,90.33938
443771446280349696,0.06455159,394,51913,607,27.50988,163.4442,783.5665,241.2939
702586870516705280,0.02993096,624,52377,92,92.89081,699.2009,3163.79,1321.042
987484351644067840,0.02355719,877,52353,255,199.8303,108.2317,300.7657,267.0042
988585787417192448,0.02762851,878,52353,166,85.76681,48.0264,289.6452,355.5422
989688322903271424,0.0322763,879,52365,81,77.36827,133.1039,677.5945,444.0481
1533500463301814272,0.02497876,1362,53050,90,47.70554,102.3691,380.1541,248.7763
1533579628139014144,0.02523612,1362,53050,378,115.0336,214.2984,781.4837,322.2542
1533601068615755776,0.02423712,1362,53050,456,50.25264,353.5037,1609.377,656.5298
1533628556406450176,0.03719224,1362,53050,556,364.2648,270.5744,1038.366,791.9855
1812747831031654400,0.02121652,1610,53144,178,118.0305,79.87676,212.322,242.9499
2026722152060839936,0.02323816,1800,53884,372,231.1316,102.2334,486.9748,786.7202
2027862899938060288,0.02268597,1801,54156,426,97.46906,99.55724,344.5352,404.711
2027865098961315840,0.02280876,1801,54156,434,92.37119,55.98993,170.2104,227.0901
2027865373839222784,0.02337721,1801,54156,435,169.8599,179.9334,709.0253,602.337
2027888188705499136,0.02265034,1801,54156,518,73.96794,45.83487,179.2886,229.0562
2027893411385731072,0.02333842,1801,54156,537,2445.955,1525.941,5174.51,977.621
2241804211291449344,0.01022762,1991,53446,500,199.067,393.5485,3194.226,2337.173
2241827301035632640,0.01097253,1991,53446,584,18090.39,6055.725,18303.38,1406.264
2241829225180981248,0.01023559,1991,53446,591,195.194,161.5564,467.7974,324.6467
2242883107411748864,0.003377764,1992,53466,329,868.834,2152.774,7710.506,2483.99
2243951562802096128,0.02639182,1993,53762,120,106.3101,104.8214,242.8895,235.4353
2245063170450286592,0.02421952,1994,53845,68,173.9918,102.1133,341.7569,445.0172
2917303759988090880,0.01174289,2591,54140,353,584.3412,963.6081,3773.98,1152.682
2917316679249717248,0.02738079,2591,54140,400,85.69511,95.89201,249.2261,105.4904
2920700976660768768,0.03136814,2594,54177,424,117.381,64.63816,265.0763,399.5326
2921747987111634944,0.0134834,2595,54207,137,188.0637,883.1303,3514.546,1512.794
2921831824873252864,0.003151631,2595,54207,442,108.6237,933.6631,4170.417,1305.83
3287670685471631360,0.0233556,2920,54562,156,157.364,452.9144,2716.665,1044.788
470761706352568320,0.01783417,418,51817,493,225.0186,894.1333,3285.096,1497.636
1002128201117362176,0.01454612,890,52583,281,154.2365,44.782,173.0696,245.4339
1002170257437124608,0.02795325,890,52583,434,43.25731,26.38503,90.65086,158.0336
1002210389611538432,0.0172048,890,52583,580,140.6149,67.60653,162.4741,146.2638
1002213138390607872,0.0178638,890,52583,590,1030.499,158.5034,797.8468,1028.453
1004456688427755520,0.008238027,892,52378,560,224.547,862.7401,4470.482,1973.625
1005512498008320000,0.03850071,893,52589,305,1086.957,1582.364,5999.017,3010.845
1217109386632128512,0.01857966,1081,52531,42,123.3203,63.71803,185.8449,249.4008
1517756281996208128,0.01857399,1348,53084,157,172.6583,155.3791,494.1162,688.7092
2193289359254382592,0.004867923,1948,53388,132,14971.08,3191.568,10434.5,575.1768
2194381449933645824,0.02065566,1949,53433,9,398.7131,237.3577,822.1804,1185.772
2571600804293142528,0.01048811,2284,53708,165,462.0355,114.9231,350.5398,386.3233
2572721756263442432,0.0114512,2285,53700,147,92.56021,88.01129,455.3201,349.4336
2575004067608684544,0.0344427,2287,53705,258,97.89893,421.9171,2211.219,1110.188
2928594919838738432,0.02057779,2601,54144,470,89.25125,22.78214,47.67188,42.46384
2933035853007579136,0.02323581,2605,54484,242,108.0444,77.4583,113.1519,120.3634
3296707847290644480,0.003498562,2928,54614,265,18.52558,130.786,500.5771,181.6212
3302377479049603072,0.102933,2933,54617,411,315.4085,275.602,988.5997,328.0672
343551231253309440,0.03182086,305,51613,552,206.196,88.78378,349.4867,510.868
577690589429000192,0.02875262,513,51989,378,582.5078,1376.924,5056.438,2650.44
577752436958062592,0.01861182,513,51989,603,107.5646,702.7158,3212.755,1216.78
580997096241391616,0.006541668,516,52017,119,417.623,426.3409,3026.863,2409.254
837747358904117248,0.02276372,744,52251,283,154.5978,68.47856,198.6793,162.8001
840026921168300032,0.03072431,746,52238,384,29.34442,23.73733,75.15179,82.91508
841119285903386624,0.01913092,747,52234,262,311.3846,439.8564,2057.022,1051.812
841205047810353152,0.01335495,747,52234,574,118.2134,78.9101,404.7256,468.7492
1086577288767629312,0.00702235,965,52438,305,93.63377,222.4413,1794.495,1201.184
1088747453164840960,0.01874273,967,52636,8,85.45663,47.90237,112.2611,128.0909
1880254570081314816,0.006713025,1670,54553,6,237.6495,252.3057,1606.07,1717.963
2168581407641724928,0.01379689,1926,53317,357,133.3197,49.38228,140.5117,198.1082
2168652326141716480,0.01881534,1926,53317,615,135.2268,47.25696,184.0137,268.2448
2168658648333576192,0.01959641,1926,53317,638,89.86642,44.90473,168.3498,221.0699
2169641611795916800,0.01544858,1927,53321,118,40.51833,23.6398,131.3323,98.23698
2169651782278473728,0.02227761,1927,53321,155,56.60282,40.25194,91.30737,110.4662
2169688890795911168,0.01660758,1927,53321,290,235.3109,140.247,369.2597,647.9092
2169715553952884736,0.0161257,1927,53321,387,105.8863,106.1967,329.5918,428.9391
2169743591499393024,0.01803427,1927,53321,489,1555.704,1524.189,5754.761,1616.687
2169752112714508288,0.01712042,1927,53321,520,92.9495,59.19977,211.2329,327.9452
2169769704900552704,0.01525247,1927,53321,584,244.1948,81.53497,261.6507,445.3258
2169770529534273536,0.0251486,1927,53321,587,122.8987,59.33336,175.5148,234.0226
2908248731222566912,0.02838714,2583,54095,179,59.3093,41.38522,105.1346,106.9596
2908249006100473856,0.02828992,2583,54095,180,39.23356,22.68861,76.60703,81.91714
2908302882170234880,0.02824144,2583,54095,376,98.02604,91.74318,436.732,474.3304
2908305081193490432,0.05198691,2583,54095,384,6372.962,2008.347,6812.091,741.5893
2908334768007440384,0.004670397,2583,54095,492,18.49281,32.07315,143.5693,77.86396
2908350436048136192,0.01240509,2583,54095,549,166.2012,382.002,1766.44,1075.476
2909451872794339328,0.01213167,2584,54153,460,63.93896,31.11802,117.9445,103.2221
2909466166445500416,0.029548,2584,54153,512,158.3275,60.84628,236.7975,395.7206
335536072102537216,0.01239225,298,51955,65,111.1376,58.32586,161.0728,128.6146
335574280131602432,0.01234626,298,51955,204,278.6271,203.4313,859.0906,1349.898
588976527153063936,0.009272686,523,52026,476,309.1106,137.2274,503.8937,414.9007
590012267123206144,0.02178351,524,52027,148,96.38772,383.0048,1387.184,694.0907
591140095671691264,0.03017479,525,52295,155,110.3093,111.0155,519.777,493.024
591246473421678592,0.02157371,525,52295,542,64.17977,64.23512,124.7011,116.9013
592336914363738112,0.01974647,526,52312,413,137.0189,672.5318,3259.652,1183.314
593355887268096000,0.01090969,527,52342,24,259.5525,1035.821,4047.246,2067.57
594512843009714176,0.01745353,528,52022,137,797.8801,89.22804,556.9174,1051.947
594570292492265472,0.02229352,528,52022,346,210.1498,663.3504,2765.524,1449.795
594578813707380736,0.02232463,528,52022,377,105.352,39.83431,134.2088,180.0612
594592832480634880,0.02177095,528,52022,428,1468.227,461.1592,1944.377,2299.643
594596955649239040,0.02287915,528,52022,443,258.7959,151.3136,532.2633,690.7801
860251063171704832,0.02905728,764,52238,231,49.40711,119.125,503.1718,319.7461
861468222812088320,0.0164302,765,52254,563,221.2672,118.2206,246.12,245.8423
862513858252662784,0.01700694,766,52247,271,95.70547,44.00045,140.2651,210.8182
863585057539909632,0.03357201,767,52252,72,47.16491,66.66055,301.6982,186.4405
1105760468607199232,0.01401056,982,52466,461,503.1044,322.9061,744.0453,874.8703
1105763217386268672,0.01410405,982,52466,471,174.1039,105.3464,197.7394,204.1462
1865733852438226944,0.03206888,1657,53520,428,124.097,99.13863,160.7677,166.0119
2032259567345231872,0.01699223,1805,53875,37,216.2393,149.4475,667.6162,833.6276
2032266989048719360,0.02403254,1805,53875,64,1246.71,1490.277,5743.216,1624.921
2032343954862663680,0.02328475,1805,53875,344,218.5079,172.7627,682.0735,474.349
2034544907296729088,0.01608397,1807,54175,159,113.4102,52.53115,155.292,88.26109
2034639465296717824,0.0207879,1807,54175,503,120.3626,79.75938,234.7828,216.8107
2034639740174624768,0.01892521,1807,54175,504,113.2301,78.85376,300.3574,227.9519
2034657332360669184,0.02201135,1807,54175,568,100.3237,83.13992,145.9146,171.0179
2034659256506017792,0.01412677,1807,54175,575,1089.727,1269.294,5012.029,1316.82
2034662005285087232,0.02343187,1807,54175,585,105.9138,58.4962,170.5047,187.1431
2034662829918808064,0.02238526,1807,54175,588,142.1774,109.2309,377.0275,222.7237
2035709839883134976,0.0144825,1808,54176,301,116.7016,933.417,5167.769,1887.212
2035784606673823744,0.01517856,1808,54176,573,259.3118,1030.79,5628.224,2701.798
2036830235789387776,0.01971323,1809,53792,281,156.3724,94.25719,331.2788,408.8345
2036844529440548864,0.02087086,1809,53792,333,39.44296,238.4283,1073.726,337.0493
2036857448702175232,0.0197163,1809,53792,380,165.3676,206.935,386.4384,192.6797
2733854362374793216,0.006866126,2428,53801,616,79.3125,45.06057,127.7158,42.68523
3277589264514181120,0.04683604,2911,54631,344,1735.613,1122.651,4133.963,990.6851
513423308826372096,0.03659329,456,51910,47,204.2914,647.4868,2550.603,895.5151
514607482698491904,0.01770685,457,51901,259,171.6011,754.1227,3209.964,2005.167
516823823648057344,0.02991675,459,51924,130,60.98762,30.72988,66.3187,92.53404
516825747793405952,0.01704831,459,51924,137,260.0429,175.2333,608.4916,316.27
516841415834101760,0.03596615,459,51924,194,151.9955,649.8162,3188.932,1394.847
516954115775948800,0.01337015,459,51924,604,475.681,265.1546,925.1013,377.6988
517967865496758272,0.009040033,460,51924,196,767.9733,583.1999,1815.267,644.0153
517997277432801280,0.01751257,460,51924,303,87.41045,450.6973,2550.594,965.9288
518003049868847104,0.007570745,460,51924,324,707.3505,647.9645,2398.796,571.7795
518071769345583104,0.01890633,460,51924,574,57.34115,49.74249,170.1282,180.5769
1061826456352483328,0.02430062,943,52376,374,116.9357,45.45727,187.1837,392.2331
1062986445112764416,0.02501919,944,52614,498,67.62151,39.88143,161.1562,201.4591
1625960870049769472,0.003022272,1444,53054,587,143.7628,1259.272,5752.388,2078.238
1628173912514783232,0.003242584,1446,53080,446,1210.058,2189.936,6989.356,3413.577
1918634924525512704,0.01346012,1704,53178,369,145.5356,71.17275,197.6694,177.0869
1918648393542952960,0.02536095,1704,53178,418,90.04404,92.5351,200.2942,121.1471
1920916965338146816,0.01652779,1706,53442,479,782.5197,743.0601,2808.334,655.5192
1920929609721866240,0.0184465,1706,53442,525,52.19633,116.0859,208.5351,164.5901
1922039299264505856,0.01642603,1707,53885,466,246.9803,177.6165,343.5464,234.5576
2161793022801504256,0.02866235,1920,53314,237,291.9623,163.2982,690.3578,854.5138
2161863666423588864,0.04556726,1920,53314,494,45.34258,50.76821,91.6545,41.34476
2161893353237538816,0.06178677,1920,53314,602,293.0093,846.2684,4716.096,1782.938
2722528018101725184,0.01632497,2418,53794,371,260.9346,70.66146,229.5519,274.9585
2722555231014512640,0.01493727,2418,53794,470,92.40927,57.59209,148.6819,133.6284
2723577782616483840,0.01656087,2419,54139,94,1000.866,974.8807,3278.345,907.5422
2723612142354851840,0.01441633,2419,54139,219,196.0428,110.9562,369.4147,594.1729
2723682236221122560,0.01571756,2419,54139,474,52.67744,27.05825,85.25519,133.4168
2946621418982369280,0.0124378,2617,54502,514,4497.978,830.3254,2613.398,594.0681
327725690801645568,0.006215455,291,51928,323,176.955,55.05654,249.5112,133.6092
561935137542006784,0.04517217,499,51988,404,96.24347,159.8145,794.5302,528.73
564120695924090880,0.02490477,501,52235,163,201.2907,128.325,632.7863,430.8555
564146534447343616,0.03230694,501,52235,257,133.8292,463.1262,1859.106,963.9767
564176496139200512,0.02335178,501,52235,366,1802.648,629.8487,2483.975,1633.201
564231471720589312,0.02403768,501,52235,566,41.79954,53.39894,216.9138,156.9189
836706121577162752,0.01621998,743,52262,591,783.853,495.83,1741.417,1995.137
837685511375054848,0.01573885,744,52251,58,338.9511,364.1421,1365.608,703.2765
1230769170346436608,0.02250942,1093,52591,584,798.7475,639.9042,5375.523,4637.587
1802674929645152256,0.002521878,1601,53115,397,188.8738,714.2568,2941.749,1396.806
2016528586168625152,0.009522244,1791,54266,152,217.0428,1590.361,6869.823,2560.177
2016615997343033344,0.03885947,1791,54266,470,78.20817,57.08677,146.7261,222.1381
2017753717066983424,0.009282656,1792,54270,513,217.096,175.6439,459.7046,239.7997
2260967599904942080,0.02145094,2008,53473,584,77.06445,88.41161,205.0261,129.2893
2491631675746838528,0.03124727,2213,53792,55,210.9635,144.543,466.8217,767.2615
2491718812043339776,0.03486365,2213,53792,372,56.14773,41.92478,189.5407,370.7054
2836179600281724928,0.01471025,2519,54570,137,2325.545,1094.148,4913.315,3903.085
2837301102376937472,0.04603941,2520,54584,121,29.51728,37.75023,92.01307,93.59654
2837371745999022080,0.03423649,2520,54584,378,162.7762,31.01513,161.4671,161.9441
2837405555981576192,0.03446535,2520,54584,501,41.79163,36.12992,149.1658,116.943
2837419024999016448,0.0351228,2520,54584,550,43.00637,49.00265,268.0405,288.0701
2837438816208316416,0.03496878,2520,54584,622,84.86417,528.2588,2329.997,1132.783
2837441290109478912,0.03488255,2520,54584,631,78.40385,34.39631,117.0103,206.4456
2838536952674805760,0.01581164,2521,54538,521,189.8469,92.60195,302.042,342.1635
2838562516320151552,0.03565926,2521,54538,614,76.10181,383.0296,1722.139,729.2296
3087346808196720640,0.04020276,2742,54233,470,86.70879,52.2738,170.908,269.4178
3087382267446716416,0.02178995,2742,54233,599,63.36956,39.62777,81.65417,78.99485
3088402889551407104,0.01841296,2743,54259,216,2322.263,2452.829,11302.42,6562.333
3089470240682174464,0.04038201,2744,54272,3,697.5121,1368.104,7515.619,4053.742
3346318361221949440,0.02727275,2972,54586,523,112.7767,69.69596,184.5851,155.9644
3347440962677794816,0.01508707,2973,54591,511,4630.146,1815.981,6263.582,786.9276
519204266087311360,0.01752557,461,51910,598,100.5197,82.61692,164.519,145.2044
519211687790798848,0.01787659,461,51910,625,217.1909,100.35,308.2364,463.5652
520307900866914304,0.0211722,462,51909,517,221.805,80.68275,398.467,544.3401
