,mjd,mag,magerr
51075.411122,18.267,0.008
51818.380794,18.459,0.008
51819.465961,18.508,0.01
51875.20979,18.503,0.009
52170.431774,18.514,0.009
52171.368876,18.518,0.009
52173.345142,18.514,0.009
52224.325287,18.499,0.009
52225.290636,18.555,0.009
52234.28179,18.479,0.009
52261.245145,18.458,0.008
52283.112516,18.441,0.009
52287.12564,18.423,0.008
52288.12506,18.498,0.009
52551.398346,18.422,0.008
52552.444334,18.359,0.009
52557.418694,18.368,0.008
52558.431221,18.423,0.009
52578.302829,18.416,0.008
52585.265808,18.432,0.008
52908.393262,18.383,0.008
52909.432443,18.442,0.008
52910.402686,18.439,0.009
52912.372701,18.413,0.008
52934.325168,18.406,0.008
52935.329856,18.432,0.009
52936.321094,18.387,0.008
52963.252932,18.467,0.008
52971.243848,18.471,0.009
53270.385149,18.356,0.014
53272.435092,18.382,0.011
53286.403814,18.341,0.008
53288.362305,18.371,0.008
53294.409977,18.261,0.036
53296.356983,18.355,0.015
53298.406754,18.363,0.009
53302.357974,18.372,0.009
53312.31353,18.328,0.014
53314.314705,18.362,0.009
53319.302502,18.382,0.009
53351.175237,18.432,0.009
53616.419058,18.378,0.008
53622.432286,18.449,0.008
53626.395486,18.335,0.008
53627.389385,18.431,0.008
53628.380351,18.376,0.01
53634.381758,18.452,0.013
53638.423094,18.445,0.009
53639.427347,18.371,0.008
53640.38713,18.436,0.009
53641.426513,18.352,0.008
53646.448538,18.459,0.014
53655.359304,18.455,0.009
53657.267282,18.471,0.018
53657.385398,18.386,0.012
53663.369945,18.361,0.011
53663.448957,18.459,0.013
53664.384259,18.44,0.011
53665.347917,18.384,0.01
53665.44889,18.441,0.011
53666.440031,18.39,0.01
53668.359545,18.409,0.009
53668.437506,18.429,0.012
53669.343504,18.445,0.012
53669.447159,18.368,0.01
53670.364397,18.374,0.009
53670.443479,18.43,0.01
53671.428255,18.448,0.009
53673.332384,18.379,0.008
53674.327741,18.44,0.009
53675.329272,18.391,0.008
53676.417198,18.432,0.009
53677.350302,18.371,0.008
53679.3891,18.462,0.01
53680.33697,18.373,0.008
53681.380614,18.45,0.009
53683.395522,18.379,0.009
53684.34211,18.453,0.013
53686.336401,18.371,0.012
53687.283423,18.448,0.015
53687.393788,18.403,0.027
53693.338861,18.39,0.012
53697.337639,18.423,0.009
53699.359699,18.377,0.009
53700.336595,18.442,0.009
53704.322182,18.365,0.008
53975.408291,18.372,0.017
53989.418227,18.269,0.014
53994.431293,18.336,0.012
53996.415035,18.32,0.016
53997.441811,18.235,0.01
54000.393656,18.27,0.011
54005.42818,18.336,0.014
54007.443801,18.268,0.024
54009.367573,18.285,0.012
54009.441981,18.329,0.016
54010.36911,18.355,0.012
54011.432058,18.277,0.011
54012.361959,18.362,0.013
54012.444883,18.251,0.013
54020.400085,18.368,0.014
54024.449603,18.356,0.014
54025.431066,18.285,0.016
54028.437834,18.386,0.017
54030.393253,18.354,0.011
54035.437267,18.37,0.016
54037.34275,18.357,0.013
54040.357262,18.342,0.014
54041.392746,18.358,0.015
54047.387856,18.357,0.042
54049.38376,18.361,0.014
54056.349673,18.342,0.015
54059.343963,18.334,0.013
54061.355055,18.355,0.015
54062.348846,18.35,0.012
54064.345401,18.358,0.015
54068.32944,18.358,0.026
54346.424841,18.333,0.012
54348.428816,18.321,0.015
54357.387149,18.362,0.017
54358.384663,18.33,0.016
54362.436955,18.342,0.015
54365.417705,18.32,0.012
54376.432043,18.358,0.013
54381.43727,18.314,0.02
54382.417191,18.377,0.016
54384.443934,18.271,0.014
54385.434984,18.374,0.015
54386.429615,18.302,0.013
54387.435467,18.395,0.021
54388.433845,18.306,0.011
54390.427971,18.345,0.02
54391.436304,18.361,0.022
54392.43142,18.278,0.023
54402.4287,18.345,0.018
54403.347638,18.316,0.015
54406.3415,18.291,0.017
54409.346308,18.306,0.011
54412.367238,18.308,0.01
